latency,throughput,availability,reliability,response_time,efficiency_score,service_name,provider,logo_url
73.453,208.25,99.0813,98.5031,85.681,93.9175,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
61.107,211.174,99.6443,99.3313,79.549,96.7857,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
92.887,190.815,98.9824,97.4863,105.841,92.0478,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
116.133,163.38,99.4948,98.1202,130.917,89.2573,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
44.906,197.055,99.0631,98.9823,54.555,93.4585,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
73.693,193.093,99.0805,98.1167,99.911,90.2362,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
111.119,163.542,99.7779,99.3529,123.411,92.2824,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
94.197,225.49,99.2122,98.8168,87.276,90.3743,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
37.372,220.926,99.5133,98.6344,75.147,92.6461,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
85.836,160.924,99.7875,98.6628,98.429,92.3603,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
48.621,191.485,99.1253,97.4533,70.935,93.4613,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
75.914,197.577,99.2553,99.0947,88.743,91.2705,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
113.914,193.996,98.5642,98.0903,137.811,92.4658,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
106.948,157.535,98.8871,97.3267,127.257,92.2662,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
99.534,206.814,99.3314,98.7513,121.428,92.2786,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
50.222,166.234,99.7307,98.9579,80.121,96.284,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
88.681,185.616,99.8734,98.973,119.709,90.6155,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
84.833,183.884,98.6186,98.1007,93.858,94.7986,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
58.696,201.196,98.7182,98.8842,80.686,95.6663,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
113.839,167.612,99.161,98.0627,126.924,90.1533,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
68.619,199.412,98.7111,97.2118,72.733,92.0998,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
47.356,233.982,99.3985,99.0227,61.016,96.6151,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
132.503,195.364,99.9361,98.5834,155.111,91.3575,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
108.203,198.961,99.3324,99.0978,132.203,92.4,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
102.61,160.108,99.484,98.7065,136.887,93.242,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
61.522,169.858,99.2471,98.6808,77.57,93.374,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
54.477,198.77,99.0573,98.4052,76.973,94.6754,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
46.266,197.161,98.8351,97.1889,73.575,95.6562,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
62.778,213.986,99.281,97.4086,84.227,95.4477,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
97.816,207.926,99.3513,99.0631,129.059,91.2475,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
64.038,243.996,99.0268,99.0298,99.412,97.2952,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
66.379,226.292,99.999,99.1852,90.969,95.1005,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
45.663,195.412,99.0744,97.1739,67.285,94.912,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
117.65,143.3,98.477,98.4005,121.977,89.1805,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
76.034,224.319,99.4088,98.3298,80.595,95.0285,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
61.34,193.404,99.999,99.7819,91.068,94.1226,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
121.626,181.12,99.1385,97.7906,142.907,91.2566,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
152.931,185.68,98.9586,97.4789,171.408,87.3477,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
142.362,214.052,99.7181,97.93,153.892,92.1208,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
59.448,221.771,99.3677,97.5446,92.235,94.3319,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
94.941,193.428,99.7715,98.6416,107.794,90.7416,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
62.23,180.876,99.2312,98.5142,77.708,90.9405,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
61.369,238.622,99.999,99.4078,79.253,95.7616,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
107.559,204.199,99.4878,98.5982,137.394,92.5421,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
147.526,209.457,99.6018,98.9948,174.343,90.9567,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
57.046,164.473,98.8483,98.2264,62.489,95.2455,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
58.27,197.945,99.324,97.8881,70.191,96.4514,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
93.597,180.31,98.9676,97.7079,111.968,92.9515,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
72.692,163.368,99.999,99.3915,93.18,96.1571,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
45.136,231.382,99.5818,98.7205,80.39,95.6498,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
103.173,178.998,98.9587,98.1209,113.402,90.2816,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
88.381,221.961,99.3318,97.4838,103.168,96.7178,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
48.182,194.339,98.6418,97.0472,54.364,95.6176,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
84.875,188.026,99.4416,99.0739,95.113,91.7162,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
48.739,207.454,99.5397,98.769,58.53,94.495,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
49.672,201.994,99.999,98.8715,63.742,95.241,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
52.762,196.561,99.2072,98.2502,79.536,98.0083,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
134.281,221.218,99.3612,98.8707,140.308,93.1883,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
52.602,189.769,99.999,98.8079,73.695,95.6747,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
76.9,235.778,98.9259,98.5327,90.008,97.1807,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
52.148,223.291,98.6742,98.4141,65.209,96.041,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
66.123,180.416,98.9715,98.3876,81.36,91.1932,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
114.923,201.882,99.0712,98.6665,146.273,91.4152,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
145.243,209.548,98.9996,97.4385,175.901,88.8266,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
41.417,244.839,99.9008,98.4643,42.651,99.7747,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
57.765,205.421,98.9541,98.8766,61.608,92.3665,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
96.903,165.351,99.999,98.4374,125.41,91.2202,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
47.237,194.002,98.3484,96.8475,51.413,92.9117,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
103.997,190.614,99.2121,98.9383,135.562,93.0233,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
109.81,202.185,99.5936,98.3047,131.625,93.5159,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
133.68,204.095,99.0332,97.7696,150.658,93.6743,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
48.384,216.566,99.999,98.2161,61.647,99.8499,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
93.119,180.179,99.999,99.3037,109.286,91.6827,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
61.877,198.366,99.444,98.8026,78.25,94.2339,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
121.99,169.176,99.1456,97.6294,147.252,93.7687,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
93.269,183.711,99.2587,97.0174,92.045,91.7406,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
63.467,225.066,99.4766,99.0845,65.351,92.779,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
52.066,198.125,99.2668,98.8639,83.835,93.9399,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
123.859,161.462,99.2421,99.2141,138.22,91.4618,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
92.864,206.494,99.3471,98.0429,120.344,89.9416,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
77.657,230.274,99.2156,97.5912,99.486,93.9453,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
52.968,206.107,99.4244,99.6175,85.553,96.9111,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
107.586,164.899,99.6937,97.9781,124.837,92.8057,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
105.992,221.478,99.2239,99.0979,112.316,93.2752,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
50.464,195.235,99.5906,98.2133,38.357,97.3505,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
49.142,180.266,99.2987,97.6759,63.328,97.5024,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
53.162,220.53,98.8914,97.1008,59.798,94.1314,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
143.587,167.291,99.0491,98.9298,146.653,89.73,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
105.537,188.319,98.7769,97.0393,126.541,90.7755,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
86.536,217.647,99.0821,99.3575,101.777,95.4506,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
131.361,181.51,99.8132,99.3218,163.059,91.5721,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
61.258,239.01,99.7266,98.863,82.975,99.5577,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
37.478,195.399,99.1207,98.0554,38.97,96.879,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
45.408,219.905,99.7392,97.8438,62.487,97.6463,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
75.85,182.845,99.2835,97.691,84.203,93.9933,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
42.392,189.878,99.3228,98.0818,70.068,93.6799,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
53.623,184.386,99.6781,99.2554,86.624,97.5129,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
117.449,187.272,99.385,99.3236,136.783,90.808,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
91.706,197.138,99.2427,99.2325,104.788,93.0428,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
80.794,202.888,99.6594,99.613,92.916,92.2887,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
97.135,182.184,99.139,97.9157,117.595,93.1846,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
109.895,196.124,99.0959,98.1268,128.078,92.9041,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
200.979,191.893,99.8467,98.8154,199.119,84.299,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
51.541,194.111,98.8302,98.2486,70.723,94.9574,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
38.619,205.131,98.9664,97.5414,58.239,94.5355,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
53.66,196.611,99.2654,99.1124,84.397,96.9216,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
130.977,181.849,99.4258,98.0058,150.17,90.6011,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
97.271,227.178,99.1376,97.4539,108.07,92.9597,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
68.41,217.819,98.7316,96.904,70.626,94.6414,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
72.624,194.306,99.3993,97.417,96.257,89.5086,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
48.667,202.634,99.6177,99.2548,62.625,96.6096,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
52.391,215.021,98.6997,98.3525,85.574,98.5977,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
112.161,181.3,99.4799,97.447,124.286,90.3889,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
120.23,196.628,99.4677,98.4233,144.374,93.1313,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
62.028,198.235,99.6989,99.2607,89.803,95.4877,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
77.195,198.357,99.5929,98.8743,97.635,94.927,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
31.152,194.523,98.5835,97.142,58.765,94.6656,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
57.687,206.147,99.3867,98.2629,51.912,95.2181,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
32.517,199.43,99.9315,99.2984,47.693,98.2184,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
71.228,218.264,99.6294,99.2121,104.025,93.1582,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
90.636,200.652,99.3993,98.219,116.938,94.0469,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
93.429,187.928,99.0279,97.394,114.827,92.9818,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
62.133,181.199,99.7303,98.722,85.644,94.3317,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
121.457,163.657,98.4962,98.1664,127.824,88.9583,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
54.81,181.7,99.0095,98.1704,71.805,90.2686,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
90.173,187.756,98.7845,98.0354,103.317,90.9296,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
64.347,175.692,99.2107,98.5938,79.789,90.7426,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
59.05,178.668,99.0754,97.5868,79.059,94.5484,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
30.716,181.379,99.055,98.2514,57.701,96.0674,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
80.781,220.41,99.4429,99.0964,114.385,89.4851,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
109.653,205.166,98.864,97.4953,122.829,93.2683,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
143.972,170.741,98.6206,97.5839,170.885,86.2847,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
62.751,182.136,99.0483,98.5197,100.119,95.316,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
67.973,182.774,99.6526,98.2772,84.783,93.6396,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
63.527,219.644,99.7236,97.6797,84.024,94.2685,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
27.657,224.342,99.7604,98.1358,50.329,94.2371,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
116.436,194.011,99.8327,98.9346,143.881,93.511,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
53.21,202.974,99.0091,98.2342,77.59,95.9322,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
109.924,182.161,99.5495,97.9374,116.588,92.7901,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
112.754,193.705,98.7489,97.042,120.31,89.4647,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
65.662,197.582,99.5165,97.7848,78.408,92.7127,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
50.988,156.981,98.9613,97.1557,54.635,95.3536,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
90.421,172.674,99.0973,98.6022,102.333,91.7942,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
85.809,216.669,99.4407,98.6405,107.033,97.0481,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
92.182,222.368,98.991,97.7005,114.966,91.2632,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
65.099,200.809,99.1755,97.9604,93.194,93.7624,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
53.02,213.111,99.2432,98.7162,65.936,96.0445,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
79.222,201.899,99.2765,98.4087,106.557,92.965,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
91.711,209.094,99.4707,98.618,93.018,93.5799,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
63.842,217.193,99.4371,98.4193,82.857,95.4449,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
82.88,232.41,98.5069,97.7795,97.392,94.6078,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
79.268,212.781,99.1629,97.2419,85.1,90.396,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
60.385,217.402,98.9561,99.4739,88.871,94.3621,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
108.779,178.199,99.5364,98.0663,120.686,94.4012,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
74.813,204.853,99.0676,98.8509,85.221,93.538,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
61.816,214.07,99.1459,97.6961,86.318,94.9091,Azure Functions,Microsoft Azure,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/azure-functions.svg
56.756,180.023,99.1847,97.7801,74.368,93.9798,Cloudflare CDN,Cloudflare,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/cloudflare-cdn.svg
59.051,190.696,98.8391,96.9505,60.821,90.9984,Stripe Payments,Stripe,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/stripe-payments.svg
78.764,188.307,99.999,98.7288,92.384,92.1497,Twilio SMS,Twilio,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/twilio-sms.svg
61.906,201.99,98.559,98.0857,85.356,93.1316,OpenAI API,OpenAI,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/openai-api.svg
43.323,206.549,99.6229,99.3538,54.892,94.927,Supabase Storage,Supabase,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/supabase-storage.svg
86.052,177.429,99.2666,98.9637,95.205,92.9974,Vercel,Vercel,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/vercel.svg
102.835,202.992,99.6495,98.4722,106.92,91.8974,GitHub API,GitHub,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/github-api.svg
81.374,189.281,99.1842,99.07,102.456,92.1172,Amazon EC2,AWS,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/aws-ec2.svg
75.669,190.874,99.492,97.7893,89.343,91.4989,Google Cloud Run,Google Cloud,https://envjjulupltdixvericz.supabase.co/storage/v1/object/public/service-logos/google-cloud-run.svg
